,Food code,Main food description,WWEIA Category description,Ingredient description
18400,58146731,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program)
18401,58146731,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Alfredo sauce with poultry and added vegetables
18402,58146731,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18403,58146731,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18404,58146732,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program)
18405,58146732,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Alfredo sauce with poultry and added vegetables
18406,58146733,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program)
18407,58146733,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Alfredo sauce with poultry and added vegetables
18408,58146733,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18409,58146733,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18420,58146751,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program)
18421,58146751,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Alfredo sauce with seafood and added vegetables
18422,58146751,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18423,58146751,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, restaurant","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18424,58146752,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program)
18425,58146752,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, home recipe","Pasta mixed dishes, excludes macaroni and cheese",Alfredo sauce with seafood and added vegetables
18426,58146753,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Pasta  whole-wheat  cooked (Includes foods for USDA's Food Distribution Program)
18427,58146753,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Alfredo sauce with seafood and added vegetables
18428,58146753,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Vegetable oil  NFS
18429,58146753,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, ready-to-heat","Pasta mixed dishes, excludes macaroni and cheese",Salt  table  iodized
18667,58151230,"Sushi roll, vegetable","Egg rolls, dumplings, sushi",Rice  white  glutinous  unenriched  cooked
18668,58151230,"Sushi roll, vegetable","Egg rolls, dumplings, sushi",Vinegar  distilled
18669,58151230,"Sushi roll, vegetable","Egg rolls, dumplings, sushi",Sugars  granulated
18670,58151230,"Sushi roll, vegetable","Egg rolls, dumplings, sushi",Salt  table  iodized
18671,58151230,"Sushi roll, vegetable","Egg rolls, dumplings, sushi",Seaweed  laver  raw
18672,58151230,"Sushi roll, vegetable","Egg rolls, dumplings, sushi",Avocados  raw  all commercial varieties
18673,58151230,"Sushi roll, vegetable","Egg rolls, dumplings, sushi",Cucumber  with peel  raw
18851,58157310,"Congee, with meat, poultry, and/or seafood, and vegetables",Rice mixed dishes,"Beef  round  top round steak  separable lean and fat  trimmed to 1/8"" fat  all grades  cooked  broiled"
18852,58157310,"Congee, with meat, poultry, and/or seafood, and vegetables",Rice mixed dishes,Chicken  NS as to part  rotisserie  skin not eaten
18853,58157310,"Congee, with meat, poultry, and/or seafood, and vegetables",Rice mixed dishes,Fish  cod  Pacific  cooked  dry heat (may contain additives to retain moisture)
18854,58157310,"Congee, with meat, poultry, and/or seafood, and vegetables",Rice mixed dishes,Beverages  water  tap  drinking
18855,58157310,"Congee, with meat, poultry, and/or seafood, and vegetables",Rice mixed dishes,Salt  table  iodized
18856,58157310,"Congee, with meat, poultry, and/or seafood, and vegetables",Rice mixed dishes,Rice  white  long-grain  regular  enriched  cooked
18857,58157310,"Congee, with meat, poultry, and/or seafood, and vegetables",Rice mixed dishes,Mushrooms  white  cooked  boiled  drained  without salt
18858,58157310,"Congee, with meat, poultry, and/or seafood, and vegetables",Rice mixed dishes,Broccoli  chinese  raw
18859,58157320,"Congee, with vegetables",Rice mixed dishes,Beverages  water  tap  drinking
18860,58157320,"Congee, with vegetables",Rice mixed dishes,Salt  table  iodized
18861,58157320,"Congee, with vegetables",Rice mixed dishes,Rice  white  long-grain  regular  enriched  cooked
18862,58157320,"Congee, with vegetables",Rice mixed dishes,Mushrooms  shiitake  cooked  without salt
18863,58157320,"Congee, with vegetables",Rice mixed dishes,Broccoli  chinese  raw
18864,58160000,Biryani with vegetables,Rice mixed dishes,Rice  white  long-grain  regular  raw  enriched
18865,58160000,Biryani with vegetables,Rice mixed dishes,Butter  salted
18866,58160000,Biryani with vegetables,Rice mixed dishes,Beverages  water  tap  drinking
18867,58160000,Biryani with vegetables,Rice mixed dishes,Onions  raw
18868,58160000,Biryani with vegetables,Rice mixed dishes,Spices  cinnamon  ground
18869,58160000,Biryani with vegetables,Rice mixed dishes,Spices  cumin seed
18870,58160000,Biryani with vegetables,Rice mixed dishes,Spices  turmeric  ground
18871,58160000,Biryani with vegetables,Rice mixed dishes,Carrots  raw
18872,58160000,Biryani with vegetables,Rice mixed dishes,Potatoes  flesh and skin  raw
18873,58160000,Biryani with vegetables,Rice mixed dishes,Peas  green  raw
18874,58160000,Biryani with vegetables,Rice mixed dishes,Tomatoes  red  ripe  raw  year round average
18875,58160000,Biryani with vegetables,Rice mixed dishes,Salt  table  iodized
18960,58160550,"Rice, white, with dark green vegetables, NS as to fat",Rice mixed dishes,Rice  white  long-grain  regular  enriched  cooked
18961,58160550,"Rice, white, with dark green vegetables, NS as to fat",Rice mixed dishes,Broccoli  cooked  as ingredient
18962,58160550,"Rice, white, with dark green vegetables, NS as to fat",Rice mixed dishes,Vegetable oil  NFS
18963,58160550,"Rice, white, with dark green vegetables, NS as to fat",Rice mixed dishes,Salt  table  iodized
18964,58160560,"Rice, white, with dark green vegetables, no added fat",Rice mixed dishes,Rice  white  long-grain  regular  enriched  cooked
18965,58160560,"Rice, white, with dark green vegetables, no added fat",Rice mixed dishes,Broccoli  cooked  as ingredient
18966,58160560,"Rice, white, with dark green vegetables, no added fat",Rice mixed dishes,Salt  table  iodized
18967,58160570,"Rice, white, with dark green vegetables, fat added",Rice mixed dishes,Rice  white  long-grain  regular  enriched  cooked
18968,58160570,"Rice, white, with dark green vegetables, fat added",Rice mixed dishes,Broccoli  cooked  as ingredient
18969,58160570,"Rice, white, with dark green vegetables, fat added",Rice mixed dishes,Vegetable oil  NFS
18970,58160570,"Rice, white, with dark green vegetables, fat added",Rice mixed dishes,Salt  table  iodized
18985,58160610,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, NS as to fat",Rice mixed dishes,Rice  white  long-grain  regular  enriched  cooked
18986,58160610,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, NS as to fat",Rice mixed dishes,Broccoli  cooked  as ingredient
18987,58160610,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, NS as to fat",Rice mixed dishes,Tomatoes  red  ripe  canned  packed in tomato juice
18988,58160610,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, NS as to fat",Rice mixed dishes,Vegetable oil  NFS
18989,58160610,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, NS as to fat",Rice mixed dishes,Salt  table  iodized
18990,58160620,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, no added fat",Rice mixed dishes,Rice  white  long-grain  regular  enriched  cooked
18991,58160620,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, no added fat",Rice mixed dishes,Broccoli  cooked  as ingredient
18992,58160620,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, no added fat",Rice mixed dishes,Tomatoes  red  ripe  canned  packed in tomato juice
18993,58160620,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, no added fat",Rice mixed dishes,Salt  table  iodized
18994,58160630,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, fat added",Rice mixed dishes,Rice  white  long-grain  regular  enriched  cooked
18995,58160630,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, fat added",Rice mixed dishes,Broccoli  cooked  as ingredient
18996,58160630,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, fat added",Rice mixed dishes,Tomatoes  red  ripe  canned  packed in tomato juice
18997,58160630,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, fat added",Rice mixed dishes,Vegetable oil  NFS
18998,58160630,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, fat added",Rice mixed dishes,Salt  table  iodized
18999,58160640,"Rice, white, with carrots and dark green vegetables, NS as to fat",Rice mixed dishes,Rice  white  long-grain  regular  enriched  cooked
19000,58160640,"Rice, white, with carrots and dark green vegetables, NS as to fat",Rice mixed dishes,Carrots  cooked  boiled  drained  without salt
19001,58160640,"Rice, white, with carrots and dark green vegetables, NS as to fat",Rice mixed dishes,Broccoli  cooked  as ingredient
19002,58160640,"Rice, white, with carrots and dark green vegetables, NS as to fat",Rice mixed dishes,Vegetable oil  NFS
19003,58160640,"Rice, white, with carrots and dark green vegetables, NS as to fat",Rice mixed dishes,Salt  table  iodized
19004,58160650,"Rice, white, with carrots and dark green vegetables, no added fat",Rice mixed dishes,Rice  white  long-grain  regular  enriched  cooked
19005,58160650,"Rice, white, with carrots and dark green vegetables, no added fat",Rice mixed dishes,Carrots  cooked  boiled  drained  without salt
19006,58160650,"Rice, white, with carrots and dark green vegetables, no added fat",Rice mixed dishes,Broccoli  cooked  as ingredient
19007,58160650,"Rice, white, with carrots and dark green vegetables, no added fat",Rice mixed dishes,Salt  table  iodized
19008,58160660,"Rice, white, with carrots and dark green vegetables, fat added",Rice mixed dishes,Rice  white  long-grain  regular  enriched  cooked
19009,58160660,"Rice, white, with carrots and dark green vegetables, fat added",Rice mixed dishes,Carrots  cooked  boiled  drained  without salt
19010,58160660,"Rice, white, with carrots and dark green vegetables, fat added",Rice mixed dishes,Broccoli  cooked  as ingredient
19011,58160660,"Rice, white, with carrots and dark green vegetables, fat added",Rice mixed dishes,Vegetable oil  NFS
19012,58160660,"Rice, white, with carrots and dark green vegetables, fat added",Rice mixed dishes,Salt  table  iodized
19013,58160670,"Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, NS as to fat",Rice mixed dishes,Rice  white  long-grain  regular  enriched  cooked
19014,58160670,"Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, NS as to fat",Rice mixed dishes,Carrots  cooked  boiled  drained  without salt
19015,58160670,"Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, NS as to fat",Rice mixed dishes,Broccoli  cooked  as ingredient
19016,58160670,"Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, NS as to fat",Rice mixed dishes,Tomatoes  red  ripe  canned  packed in tomato juice
