ingredient,food_description,ingredient_iD,carbs,cholesterol,fiber,calories,protein,sugar,monosaturated_fat,polysaturated_fat,saturated_fat,sodium
BUTTER,"BUTTER,WITH SALT",1001,0.06,215,0.0,717,0.85,0.059999999,21.021,3.043,51.368,576
BUTTER,"BUTTER,WHIPPED,WITH SALT",1002,0.06,219,0.0,717,0.85,0.059999999,23.426,3.012,50.489,827
BUTTER OIL,"BUTTER OIL,ANHYDROUS",1003,0.0,256,0.0,876,0.28,0.0,28.732,3.694,61.924,2
CHEESE,"CHEESE,BLUE",1004,2.34,75,0.0,353,21.4,0.5,7.778,0.8,18.669,1395
CHEESE,"CHEESE,BRICK",1005,2.79,94,0.0,371,23.24,0.50999999,8.598,0.784,18.764,560
CHEESE,"CHEESE,BRIE",1006,0.45,100,0.0,334,20.75,0.449999988,8.013,0.826,17.41,629
CHEESE,"CHEESE,CAMEMBERT",1007,0.46,72,0.0,300,19.8,0.460000008,7.023,0.724,15.259,842
CHEESE,"CHEESE,CARAWAY",1008,3.06,93,0.0,376,25.18,0.0,8.275,0.83,18.584,690
CHEESE,"CHEESE,CHEDDAR",1009,1.28,105,0.0,403,24.9,0.519999981,9.391,0.942,21.092,621
CHEESE,"CHEESE,CHESHIRE",1010,4.78,103,0.0,387,23.37,0.0,8.671,0.87,19.475,700
CHEESE,"CHEESE,COLBY",1011,2.57,95,0.0,394,23.76,0.519999981,9.28,0.953,20.218,604
CHEESE,"CHEESE,COTTAGE,CRMD,LRG OR SML CURD",1012,3.38,17,0.0,98,11.12,2.670000076,0.778,0.123,1.718,364
CHEESE,"CHEESE,COTTAGE,CRMD,W/FRUIT",1013,4.61,13,0.200000003,97,10.69,2.380000114,1.036,0.124,2.311,344
CHEESE,"CHEESE,COTTAGE,NONFAT,UNCRMD,DRY,LRG OR SML CURD",1014,6.66,7,0.0,72,10.34,1.850000024,0.079,0.003,0.169,330
CHEESE,"CHEESE,COTTAGE,LOWFAT,2% MILKFAT",1015,3.66,10,0.0,86,11.83,3.670000076,0.443,0.07,0.979,330
CHEESE,"CHEESE,COTTAGE,LOWFAT,1% MILKFAT",1016,2.72,4,0.0,72,12.39,2.720000029,0.291,0.031,0.645,406
CHEESE,"CHEESE,CREAM",1017,4.07,110,0.0,342,5.93,3.210000038,8.62,1.437,19.292,321
CHEESE,"CHEESE,EDAM",1018,1.43,89,0.0,357,24.99,1.429999948,8.125,0.665,17.572,965
CHEESE,"CHEESE,FETA",1019,4.09,89,0.0,264,14.21,4.090000153,4.623,0.591,14.946,1116
CHEESE,"CHEESE,FONTINA",1020,1.55,116,0.0,389,25.6,1.549999952,8.687,1.654,19.196,800
CHEESE,"CHEESE,GJETOST",1021,42.65,94,0.0,466,9.65,0.0,7.879,0.938,19.16,600
CHEESE,"CHEESE,GOUDA",1022,2.22,114,0.0,356,24.94,2.220000029,7.747,0.657,17.614,819
CHEESE,"CHEESE,GRUYERE",1023,0.36,110,0.0,413,29.81,0.360000014,10.043,1.733,18.913,336
CHEESE,"CHEESE,LIMBURGER",1024,0.49,90,0.0,327,20.05,0.49000001,8.606,0.495,16.746,800
CHEESE,"CHEESE,MONTEREY",1025,0.68,89,0.0,373,24.48,0.5,8.751,0.899,19.066,536
CHEESE,"CHEESE,MOZZARELLA,WHL MILK",1026,2.19,79,0.0,300,22.17,1.029999971,6.573,0.765,13.152,627
CHEESE,"CHEESE,MOZZARELLA,WHL MILK,LO MOIST",1027,2.47,89,0.0,318,21.6,1.00999999,7.027,0.778,15.561,415
CHEESE,"CHEESE,MOZZARELLA,PART SKIM MILK",1028,2.77,64,0.0,254,24.26,1.129999995,4.51,0.472,10.114,619
CHEESE,"CHEESE,MOZZARELLA,PART SKIM MILK,LO MOIST",1029,3.83,54,0.0,302,25.96,0.600000024,5.73,0.626,12.67,528
CHEESE,"CHEESE,MUENSTER",1030,1.12,96,0.0,368,23.41,1.120000005,8.711,0.661,19.113,628
CHEESE,"CHEESE,NEUFCHATEL",1031,3.59,74,0.0,253,9.15,3.190000057,5.784,0.97,12.79,334
CHEESE,"CHEESE,PARMESAN,GRATED",1032,4.06,88,0.0,431,38.46,0.899999976,8.375,1.173,17.301,1529
CHEESE,"CHEESE,PARMESAN,HARD",1033,3.22,68,0.0,392,35.75,0.800000012,7.515,0.569,16.41,1602
CHEESE,"CHEESE,PORT DE SALUT",1034,0.57,123,0.0,352,23.78,0.569999993,9.338,0.729,16.691,534
CHEESE,"CHEESE,PROVOLONE",1035,2.14,69,0.0,351,25.58,0.560000002,7.393,0.769,17.078,876
CHEESE,"CHEESE,RICOTTA,WHOLE MILK",1036,3.04,51,0.0,174,11.26,0.270000011,3.627,0.385,8.295,84
CHEESE,"CHEESE,RICOTTA,PART SKIM MILK",1037,5.14,31,0.0,138,11.39,0.310000002,2.314,0.26,4.927,125
CHEESE,"CHEESE,ROMANO",1038,3.63,104,0.0,387,31.8,0.730000019,7.838,0.593,17.115,1200
CHEESE,"CHEESE,ROQUEFORT",1039,2.0,90,0.0,369,21.54,0.0,8.474,1.32,19.263,1809
CHEESE,"CHEESE,SWISS",1040,5.38,92,0.0,380,26.93,1.320000052,7.274,0.972,17.779,192
CHEESE,"CHEESE,TILSIT",1041,1.88,102,0.0,340,24.41,0.0,7.136,0.721,16.775,753
CHEESE,"CHEESE,PAST PROCESS,AMERICAN,W/DI NA PO4",1042,1.6,94,0.0,375,22.15,0.50999999,8.951,0.99,19.694,1489
CHEESE,"CHEESE,PAST PROCESS,PIMENTO",1043,1.73,94,0.100000001,375,22.13,0.629999995,8.937,0.988,19.663,1428
CHEESE,"CHEESE,PAST PROCESS,SWISS,W/DI NA PO4",1044,2.1,85,0.0,334,24.73,1.230000019,7.046,0.622,16.045,1370
CHEESE FD,"CHEESE FD,COLD PK,AMERICAN",1045,8.32,64,0.0,331,19.66,0.0,7.165,0.719,15.355,966
CHEESE FD,"CHEESE FD,PAST PROCESS,AMERICAN,WO/DI NA PO4",1046,7.83,80,0.0,330,18.4,7.429999828,7.214,1.108,14.895,1265
CHEESE FD,"CHEESE FD,PAST PROCESS,SWISS",1047,4.5,82,0.0,323,21.92,0.0,6.801,0.6,15.487,1552
CHEESE SPRD,"CHEESE SPRD,PAST PROCESS,AMERICAN,WO/DI NA PO4",1048,8.73,55,0.0,290,16.41,7.320000172,6.219,0.624,13.327,1345
CREAM,"CREAM,FLUID,HALF AND HALF",1049,4.3,37,0.0,130,2.96,0.159999996,3.321,0.427,7.158,41
CREAM,"CREAM,FLUID,LT (COFFEE CRM OR TABLE CRM)",1050,3.66,66,0.0,195,2.7,0.140000001,5.577,0.717,12.02,40
CREAM,"CREAM,FLUID,LT WHIPPING",1052,2.96,111,0.0,292,2.17,0.109999999,9.093,0.884,19.337,34
CREAM,"CREAM,FLUID,HVY WHIPPING",1053,2.79,137,0.0,345,2.05,0.109999999,10.686,1.374,23.032,38
CREAM,"CREAM,WHIPPED,CRM TOPPING,PRESSURIZED",1054,12.49,76,0.0,257,3.2,8.0,6.418,0.825,13.831,130
CREAM,"CREAM,SOUR,RED FAT,CULTURED",1055,4.26,39,0.0,135,2.94,0.159999996,3.466,0.446,7.47,41
CREAM,"CREAM,SOUR,CULTURED",1056,2.88,52,0.0,193,2.07,3.5,5.068,0.84,11.507,80
No Category,EGGNOG,1057,13.54,59,0.0,135,3.81,8.409999847,2.233,0.339,4.443,54
SOUR DRSNG,"SOUR DRSNG,NON-BUTTERFAT,CULTURED,FILLED CREAM-TYPE",1058,4.68,5,0.0,178,3.25,4.679999828,1.958,0.468,13.272,48
MILK,"MILK,FILLED,FLUID,W/BLEND OF HYDR VEG OILS",1059,4.74,2,0.0,63,3.33,0.0,1.783,0.75,0.768,57
MILK,"MILK,FILLED,FLUID,W/LAURIC ACID OIL",1060,4.74,2,0.0,63,3.33,4.739999771,0.1,0.01,3.101,57
CREAM SUB,"CREAM SUB,LIQ,W/HYDR VEG OIL&SOY PROT",1067,11.38,0,0.0,136,1.0,11.38000011,7.551,0.027,1.937,79
CREAM SUB,"CREAM SUB,LIQ,W/LAURIC ACID OIL&NA CASEINATE",1068,11.38,0,0.0,136,1.0,0.0,0.106,0.003,9.304,79
CREAM SUBSTITUTE,"CREAM SUBSTITUTE,POWDERED",1069,54.88,0,0.0,545,4.79,54.88000107,0.968,0.014,32.525,181
DESSERT TOPPING,"DESSERT TOPPING,POWDERED",1070,52.54,0,0.0,577,4.9,52.54000092,0.6,0.447,36.723,122
DESSERT TOPPING,"DESSERT TOPPING,PDR,1.5 OZ PREP W/1/2 CUP MILK",1071,16.53,10,0.0,188,3.6,16.53000069,0.843,0.201,10.684,66
DESSERT TOPPING,"DESSERT TOPPING,PRESSURIZED",1072,16.07,0,0.0,264,0.98,16.06999969,1.927,0.241,18.912,62
DESSERT TOPPING,"DESSERT TOPPING,SEMI SOLID,FRZ",1073,23.05,0,0.0,318,1.25,23.04999924,1.616,0.523,21.783,25
SOUR CRM,"SOUR CRM,IMITN,CULTURED",1074,6.63,0,0.0,208,2.4,6.630000114,0.588,0.056,17.791,102
MILK SUBSTITUTES,"MILK SUBSTITUTES,FLUID W/HYDR VEG OILS",1075,6.16,0,0.0,61,1.75,6.159999847,1.998,0.488,0.767,78
MILK SUBSTITUTES,"MILK SUBSTITUTES,FLUID,W/LAURIC ACID OIL",1076,6.16,0,0.0,61,1.75,0.0,0.176,0.008,3.037,78
MILK,"MILK,WHL,3.25% MILKFAT",1077,4.52,10,0.0,60,3.22,5.260000229,0.812,0.195,1.865,40
MILK,"MILK,PRODUCER,FLUID,3.7% MILKFAT",1078,4.65,14,0.0,64,3.28,0.0,1.057,0.136,2.278,49
MILK,"MILK,RED FAT,FLUID,2%MILKFAT,W/ADDED VIT A",1079,4.68,8,0.0,50,3.3,5.059999943,0.56,0.073,1.257,41
MILK,"MILK,RED FAT,FLUID,2% MILKFAT,W/ NONFAT MILK SOL&VIT A",1080,4.97,8,0.0,51,3.48,0.0,0.555,0.071,1.195,52
MILK,"MILK,RED FAT,FLUID,2% MILKFAT,PROT FORT,W/ VIT A",1081,5.49,8,0.0,56,3.95,5.260000229,0.572,0.074,1.232,59
MILK,"MILK,LOWFAT,FLUID,1% MILKFAT,W/ VIT A",1082,4.99,5,0.0,42,3.37,5.199999809,0.277,0.035,0.633,44
MILK,"MILK,LOWFAT,FLUID,1% MILKFAT,W/ NONFAT MILK SOL&VIT A",1083,4.97,4,0.0,43,3.48,0.0,0.28,0.036,0.604,52
MILK,"MILK,LOWFAT,FLUID,1% MILKFAT,PROT FORT,W/ VIT A",1084,5.52,4,0.0,48,3.93,0.0,0.338,0.043,0.728,58
MILK,"MILK,NONFAT,FLUID,W/ VIT A (FAT FREE OR SKIM)",1085,4.96,2,0.0,34,3.37,5.090000153,0.021,0.003,0.051,42
MILK,"MILK,NONFAT,FLUID,W/ NONFAT MILK SOL&VIT A (FAT FREE/SKIM)",1086,5.02,2,0.0,37,3.57,5.019999981,0.065,0.009,0.162,53
MILK,"MILK,NONFAT,FLUID,PROT FORT,W/ VIT A (FAT FREE/SKIM)",1087,5.56,2,0.0,41,3.96,0.0,0.065,0.009,0.162,59
MILK,"MILK,BTTRMLK,FLUID,CULTURED,LOWFAT",1088,4.79,4,0.0,40,3.31,4.789999962,0.254,0.033,0.548,105
MILK,"MILK,LOW SODIUM,FLUID",1089,4.46,14,0.0,61,3.1,4.460000038,0.999,0.128,2.154,3
MILK,"MILK,DRY,WHOLE",1090,38.42,97,0.0,496,26.32,38.41999817,7.924,0.665,16.742,371
MILK,"MILK,DRY,NONFAT,REG,WO/ VIT A",1091,51.98,20,0.0,362,36.16,51.97999954,0.201,0.03,0.499,535
MILK,"MILK,DRY,NONFAT,INST,W/ VIT A",1092,52.19,18,0.0,358,35.1,52.18999863,0.187,0.028,0.467,549
MILK,"MILK,DRY,NONFAT,CA RED",1093,51.8,2,0.0,354,35.5,0.0,0.058,0.007,0.124,2280
MILK,"MILK,BUTTERMILK,DRIED",1094,49.0,69,0.0,387,34.3,49.0,1.669,0.215,3.598,517
MILK,"MILK,CND,COND,SWTND",1095,54.4,34,0.0,321,7.91,54.40000153,2.427,0.337,5.486,127
MILK,"MILK,CND,EVAP,WO/ VIT A",1096,10.04,29,0.0,134,6.81,10.03999996,2.335,0.245,4.591,106
MILK,"MILK,CND,EVAP,NONFAT",1097,11.35,4,0.0,78,7.55,11.35000038,0.062,0.006,0.121,115
MILK,"MILK,CHOC,FLUID,COMM,",1102,10.34,12,0.800000012,83,3.17,9.539999962,0.99,0.124,2.104,60
MILK,"MILK,CHOC,FLUID,COMM,RED FAT",1103,12.13,8,0.699999988,76,2.99,9.550000191,0.455,0.089,1.177,66
MILK,"MILK,CHOC,FLUID,COMM,LOWFAT",1104,10.44,3,0.5,63,3.24,9.93999958,0.3,0.035,0.616,61
MILK,"MILK,CHOC BEV,HOT COCOA,HOMEMADE",1105,10.63,8,1.0,77,3.52,9.670000076,0.677,0.034,1.431,44
MILK,"MILK,GOAT,FLUID",1106,4.45,11,0.0,69,3.56,4.449999809,1.109,0.149,2.667,50
MILK,"MILK,HUMAN,MATURE,FLUID",1107,6.89,14,0.0,70,1.03,6.889999866,1.658,0.497,2.009,17
MILK,"MILK,INDIAN BUFFALO,FLUID",1108,5.18,19,0.0,97,3.75,0.0,1.787,0.146,4.597,52
MILK,"MILK,SHEEP,FLUID",1109,5.36,27,0.0,108,5.98,0.0,1.724,0.308,4.603,44
MILK SHAKES,"MILK SHAKES,THICK CHOC",1110,21.15,11,0.300000012,119,3.05,20.85000038,0.78,0.1,1.681,111
MILK SHAKES,"MILK SHAKES,THICK VANILLA",1111,17.75,12,0.0,112,3.86,17.75,0.875,0.113,1.886,95
WHEY,"WHEY,ACID,FLUID",1112,5.12,1,0.0,24,0.76,5.119999886,0.025,0.004,0.057,48
WHEY,"WHEY,ACID,DRIED",1113,73.45,3,0.0,339,11.73,73.44999695,0.149,0.021,0.342,968
WHEY,"WHEY,SWEET,FLUID",1114,5.14,2,0.0,27,0.85,5.139999866,0.1,0.011,0.23,54
WHEY,"WHEY,SWEET,DRIED",1115,74.46,6,0.0,353,12.93,74.45999908,0.297,0.034,0.684,1079
YOGURT,"YOGURT,PLN,WHL MILK,8 GRAMS PROT PER 8 OZ",1116,4.66,13,0.0,61,3.47,4.659999847,0.893,0.092,2.096,46
YOGURT,"YOGURT,PLN,LOFAT,12 GRAMS PROT PER 8 OZ",1117,7.04,6,0.0,63,5.25,7.039999962,0.426,0.044,1.0,70
YOGURT,"YOGURT,PLN,SKIM MILK,13 GRAMS PROT PER 8 OZ",1118,7.68,2,0.0,56,5.73,7.679999828,0.049,0.005,0.116,77
YOGURT,"YOGURT,VANILLA,LOFAT,11 GRAMS PROT PER 8 OZ",1119,13.8,5,0.0,85,4.93,13.80000019,0.343,0.036,0.806,66
YOGURT,"YOGURT,FRUIT,LOFAT,9 GRAMS PROT PER 8 OZ",1120,18.64,5,0.0,99,3.98,18.63999939,0.316,0.033,0.742,53
YOGURT,"YOGURT,FRUIT,LOFAT,10 GRAMS PROT PER 8 OZ",1121,19.05,4,0.0,102,4.37,19.04999924,0.297,0.031,0.697,58
YOGURT,"YOGURT,FRUIT,LOFAT,11 GRAMS PROT PER 8 OZ",1122,18.6,6,0.0,105,4.86,0.0,0.387,0.04,0.909,65
EGG,"EGG,WHOLE,RAW,FRESH",1123,0.77,423,0.0,143,12.58,0.769999981,3.81,1.364,3.099,140
EGG,"EGG,WHITE,RAW,FRESH",1124,0.73,0,0.0,48,10.9,0.709999979,0.0,0.0,0.0,166
EGG,"EGG,YOLK,RAW,FRSH",1125,3.59,1234,0.0,317,15.86,0.560000002,11.738,4.204,9.551,48
EGG,"EGG,YOLK,RAW,FROZEN",1126,1.15,1075,0.0,303,15.5,0.50999999,9.747,3.628,7.82,67
EGG,"EGG,YOLK,RAW,FRZ,SUGARED",1127,10.8,959,0.0,307,13.8,0.0,8.614,3.244,6.97,67
EGG,"EGG,WHL,CKD,FRIED",1128,0.88,457,0.0,196,13.63,0.829999983,6.346,2.66,4.294,204
EGG,"EGG,WHL,CKD,HARD-BOILED",1129,1.12,424,0.0,155,12.58,1.120000005,4.077,1.414,3.267,124
EGG,"EGG,WHOLE,COOKED,OMELET",1130,0.68,356,0.0,157,10.59,0.649999976,4.971,2.252,3.296,161
EGG,"EGG,WHL,CKD,POACHED",1131,0.76,422,0.0,142,12.53,0.769999981,3.795,1.359,3.087,294
EGG,"EGG,WHL,CKD,SCRMBLD",1132,2.2,352,0.0,167,11.09,1.730000019,4.768,2.148,3.679,280
EGG,"EGG,WHOLE,DRIED",1133,4.95,1715,0.0,594,47.35,3.079999924,15.337,5.804,12.727,523
EGG,"EGG,WHL,DRIED,STABILIZED,GLUCOSE RED",1134,2.38,2017,0.0,615,48.17,0.0,17.564,5.713,13.198,548
EGG,"EGG,WHITE,DRIED,FLAKES,GLUCOSE RED",1135,4.17,0,0.0,351,76.92,4.170000076,0.0,0.0,0.0,1156
EGG,"EGG,WHITE,DRIED,PDR,GLUCOSE RED",1136,4.47,0,0.0,376,82.4,4.46999979,0.0,0.0,0.0,1238
EGG,"EGG,YOLK,DRIED",1137,3.6,2335,0.0,666,34.25,3.599999905,21.129,7.895,17.154,135
EGG,"EGG,DUCK,WHOLE,FRESH,RAW",1138,1.45,884,0.0,185,12.81,0.930000007,6.525,1.223,3.681,146
EGG,"EGG,GOOSE,WHOLE,FRESH,RAW",1139,1.35,852,0.0,185,13.87,0.939999998,5.747,1.672,3.595,138
EGG,"EGG,QUAIL,WHOLE,FRESH,RAW",1140,0.41,844,0.0,158,13.05,0.409999996,4.324,1.324,3.557,141
EGG,"EGG,TURKEY,WHL,FRSH,RAW",1141,1.15,933,0.0,171,13.68,0.0,4.571,1.658,3.632,151
EGG SUBSTITUTE,"EGG SUBSTITUTE,FROZEN",1142,3.2,2,0.0,160,11.29,3.200000048,2.435,6.241,1.93,199
EGG SUBSTITUTE,"EGG SUBSTITUTE,LIQUID",1143,0.64,1,0.0,84,12.0,0.639999986,0.896,1.603,0.659,177
EGG SUBSTITUTE,"EGG SUBSTITUTE,POWDER",1144,21.8,572,0.0,444,55.5,21.79999924,5.341,1.683,3.766,800
BUTTER,"BUTTER,WITHOUT SALT",1145,0.06,215,0.0,717,0.85,0.059999999,21.021,3.043,51.368,11
CHEESE,"CHEESE,PARMESAN,SHREDDED",1146,3.41,72,0.0,415,37.86,0.0,8.734,0.661,17.37,1696
CHEESE,"CHEESE,PAST PROCESS,AMERICAN,WO/DI NA PO4",1147,1.6,94,0.0,375,22.15,0.50999999,8.951,0.99,19.694,650
CHEESE,"CHEESE,PAST PROCESS,SWISS,WO/DI NA PO4",1148,2.1,85,0.0,334,24.73,0.0,7.046,0.622,16.045,681
CHEESE FD,"CHEESE FD,PAST PROCESS,AMERICAN,W/DI NA PO4",1149,7.29,64,0.0,328,19.61,7.429999828,7.206,0.723,15.443,1596
CHEESE SPRD,"CHEESE SPRD,PAST PROCESS,AMERICAN,W/DI NA PO4",1150,8.73,55,0.0,290,16.41,0.0,6.219,0.624,13.327,1625
MILK,"MILK,NONFAT,FLUID,WO/ VIT A (FAT FREE OR SKIM)",1151,4.85,2,0.0,35,3.41,5.090000153,0.047,0.007,0.117,52
MILK,"MILK,RED FAT,FLUID,2% MILKFAT,W/ NONFAT MILK SOL,WO/ VIT A",1152,5.49,8,0.0,56,3.95,0.0,0.065,0.009,1.232,59
MILK,"MILK,CND,EVAP,W/ VIT A",1153,10.04,29,0.0,134,6.81,0.0,2.335,0.245,4.591,106
MILK,"MILK,DRY,NONFAT,REG,W/ VIT A",1154,51.98,20,0.0,362,36.16,51.97999954,0.2,0.03,0.499,535
MILK,"MILK,DRY,NONFAT,INST,WO/ VIT A",1155,52.19,18,0.0,358,35.1,52.18999863,0.19,0.03,0.47,549
CHEESE,"CHEESE,GOAT,HARD TYPE",1156,2.17,105,0.0,452,30.52,2.170000076,8.117,0.845,24.609,346
CHEESE,"CHEESE,GOAT,SEMISOFT TYPE",1157,2.54,79,0.0,364,21.58,2.539999962,6.808,0.709,20.639,515
CHEESE,"CHEESE,GOAT,SOFT TYPE",1159,0.89,46,0.0,268,18.52,0.889999986,4.807,0.501,14.575,368
EGG,"EGG,YOLK,RAW,FRZ,SALTED",1160,1.6,955,0.0,274,14.0,0.0,8.849,3.15,7.028,3780
CHEESE SUB,"CHEESE SUB,MOZZARELLA",1161,23.67,0,0.0,248,11.47,23.67000008,6.243,1.738,3.711,685
No Category,CHEESE FONDUE,1163,3.77,45,0.0,229,14.23,0.0,3.563,0.484,8.721,132
CHEESE SAU,"CHEESE SAU,PREP FROM RECIPE",1164,5.48,38,0.100000001,197,10.33,0.0,4.735,1.397,8.034,493
CHEESE,"CHEESE,MEXICAN,QUESO ANEJO",1165,4.63,105,0.0,373,21.44,4.630000114,8.528,0.901,19.033,1131
CHEESE,"CHEESE,MEXICAN,QUESO ASADERO",1166,2.87,105,0.0,356,22.6,2.869999886,8.038,0.85,17.939,655
CHEESE,"CHEESE,MEXICAN,QUESO CHIHUAHUA",1167,5.56,105,0.0,374,21.56,5.559999943,8.443,0.892,18.843,617
CHEESE,"CHEESE,LOFAT,CHEDDAR OR COLBY",1168,1.91,21,0.0,173,24.35,0.519999981,2.082,0.222,4.342,612
CHEESE,"CHEESE,LOW-SODIUM,CHEDDAR OR COLBY",1169,1.91,100,0.0,398,24.35,0.49000001,9.189,0.972,20.768,21
EGG,"EGG,WHOLE,RAW,FROZEN",1171,1.05,432,0.0,148,11.95,0.0,3.886,1.412,3.147,133
EGG,"EGG,WHITE,RAW,FROZEN",1172,1.05,0,0.0,47,9.8,0.0,0.0,0.0,0.0,158
EGG,"EGG,WHITE,DRIED",1173,7.8,0,0.0,382,81.1,5.400000095,0.0,0.0,0.0,1280
SOUR CREAM,"SOUR CREAM,REDUCED FAT",1178,7.0,35,0.0,181,7.0,0.300000012,4.1,0.5,8.7,70
SOUR CREAM,"SOUR CREAM,LIGHT",1179,7.1,35,0.0,136,3.5,0.219999999,3.1,0.4,6.6,71
SOUR CREAM,"SOUR CREAM,FAT FREE",1180,15.6,9,0.0,74,3.1,0.389999986,0.0,0.0,0.0,141
USDA COMMODITY,"USDA COMMODITY,CHS,CHEDDAR,RED FAT",1182,2.0,56,0.0,282,27.2,0.579999983,5.02,0.75,11.6,725
YOGURT,"YOGURT,VAN OR LEM FLAV,NONFAT MILK,SWTND W/LOW-CALORIE SWTNR",1184,7.5,2,0.0,47,3.86,7.5,0.049,0.005,0.116,59
PARMESAN CHS TOPPING,"PARMESAN CHS TOPPING,FAT FREE",1185,40.0,20,0.0,370,40.0,1.5,1.446,0.186,3.11,1150
CHEESE,"CHEESE,CREAM,FAT FREE",1186,7.66,12,0.0,105,15.69,5.480000019,0.25,0.057,0.644,702
YOGURT,"YOGURT,CHOC,NONFAT MILK",1187,23.53,1,1.200000048,108,3.53,14.97000027,0.0,0.0,0.0,135
No Category,KRAFT CHEEZ WHIZ PAST PROCESS CHS SAU,1188,9.2,75,0.300000012,276,12.0,6.699999809,0.0,0.0,13.1,1638
No Category,KRAFT CHEEZ WHIZ LT PAST PROCESS CHS PRODUCT,1189,16.2,35,0.200000003,215,16.3,8.199999809,0.0,0.0,6.4,1705
No Category,KRAFT FREE SINGLES AMERICAN NONFAT PAST PROCESS CHS PRODUCT,1190,11.7,16,0.200000003,148,22.7,6.699999809,0.0,0.0,0.7,1298
No Category,KRAFT VELVEETA PAST PROCESS CHS SPRD,1191,9.8,80,0.0,303,16.3,8.100000381,0.0,0.0,14.4,1499
No Category,KRAFT VELVEETA LT RED FAT PAST PROCESS CHS PRODUCT,1192,11.8,42,0.0,222,19.6,8.5,0.0,0.0,7.1,1586
No Category,KRAFT BREAKSTONE'S RED FAT SOUR CRM,1193,6.5,50,0.100000001,152,4.5,6.400000095,0.0,0.0,7.6,59
No Category,KRAFT BREAKSTONE'S FREE FAT FREE SOUR CRM,1194,15.1,9,0.0,91,4.7,7.199999809,0.0,0.0,0.8,72
No Category,KRAFT BREYERS LOWFAT STRAWBERRY YOGURT (1% MILKFAT),1195,18.2,9,0.200000003,96,3.8,17.39999962,0.0,0.0,0.5,52
No Category,KRAFT BREYERS LT N' LVLY LOWFAT STR'BERY YOGURT (1% MILKFAT),1196,21.9,9,0.200000003,108,3.2,19.60000038,0.0,0.0,0.5,45
No Category,KRAFT BREYERS SMOTH&CRMY LOWFAT STR'BERY YOGURT (1% MILKFAT),1197,19.9,9,0.300000012,102,3.8,17.20000076,0.0,0.0,0.5,55
No Category,KRAFT BREYERS LT NONFAT STR'BERY YOGURT (W/ASPRT&FRUCT SW'T),1198,9.9,5,0.0,55,3.4,7.699999809,0.0,0.0,0.1,45
CREAM,"CREAM,HALF & HALF,FAT FREE",1199,9.0,5,0.0,59,2.6,5.0,0.384,0.052,0.841,144
No Category,REDDI WIP FAT FREE WHIPPED TOPPING,1200,25.0,16,0.400000006,149,3.0,16.0,1.25,0.299,2.869,72
MILK,"MILK,CHOC,FLUID,COMM,RED FAT,W/ ADDED CA",1202,12.13,8,0.699999988,78,2.99,9.550000191,0.455,0.089,1.177,66
YOGURT,"YOGURT,FRUIT,LOFAT,W/LO CAL SWEETENER",1203,18.6,6,0.0,105,4.86,2.900000095,0.387,0.04,0.909,58
CHEESE,"CHEESE,PARMESAN,DRY GRATED,RED FAT",1204,1.37,88,0.0,265,20.0,0.0,6.098,0.462,13.317,1529
CREAM SUB,"CREAM SUB,FLAV,LIQ",1205,35.07,0,1.100000024,251,0.69,33.04000092,4.002,6.269,2.635,80
CREAM SUB,"CREAM SUB,FLAV,POWDERED",1206,75.42,0,1.200000048,495,0.0,58.00999832,0.618,0.229,19.446,196
CHEESE,"CHEESE,PROVOLONE,RED FAT",1208,3.5,55,0.0,274,24.7,0.550000012,4.89,0.51,11.3,876
CHEESE,"CHEESE,MEXICAN,BLEND,RED FAT",1209,3.41,62,0.0,282,24.69,0.560000002,5.02,0.75,11.58,776
EGG MIX,"EGG MIX,USDA CMDTY",1210,23.97,1110,0.0,549,35.6,2.460000038,13.745,7.555,10.305,576
ALLSPICE,"ALLSPICE,GROUND",2001,72.12,0,21.60000038,263,6.09,0.0,0.66,2.36,2.55,77
No Category,ANISE SEED,2002,50.02,0,14.60000038,337,17.6,0.0,9.78,3.15,0.586,16
SPICES,"SPICES,BASIL,DRIED",2003,60.96,0,40.5,251,14.37,1.710000038,0.453,2.168,0.24,34
SPICES,"SPICES,BAY LEAF",2004,74.97,0,26.29999924,313,7.61,0.0,1.64,2.29,2.28,23
No Category,CARAWAY SEED,2005,49.9,0,38.0,333,19.77,0.639999986,7.125,3.272,0.62,17
SPICES,"SPICES,CARDAMOM",2006,68.47,0,28.0,311,10.76,0.0,0.87,0.43,0.68,18
No Category,CELERY SEED,2007,41.35,0,11.80000019,392,18.07,0.670000017,15.93,3.72,2.19,160
CHERVIL,"CHERVIL,DRIED",2008,49.1,0,11.30000019,237,23.2,0.0,1.399,1.8,0.169,83
No Category,CHILI POWDER,2009,54.66,0,34.20000076,314,12.26,7.190000057,3.574,7.458,2.953,1010
CINNAMON,"CINNAMON,GROUND",2010,80.59,0,53.09999847,247,3.99,2.170000076,0.246,0.068,0.345,10
CLOVES,"CLOVES,GROUND",2011,61.21,0,34.20000076,323,5.98,2.380000114,1.471,7.088,5.438,243
CORIANDER LEAF,"CORIANDER LEAF,DRIED",2012,52.1,0,10.39999962,279,21.93,7.269999981,2.232,0.328,0.115,211
No Category,CORIANDER SEED,2013,54.99,0,41.90000153,298,12.37,0.0,13.58,1.75,0.99,35
No Category,CUMIN SEED,2014,44.24,0,10.5,375,17.81,2.25,14.04,3.279,1.535,168
