,Spoonacular Recipe ID,Recipe,Recipe Sodium,Recipe Sugar
2342,662175,Sugar-Free Apple and Cinnamon Jam,1mg,3g
2343,663348,The Ultimate Frozen Coconut ‘Ice Cream’ with Hard Shell Chocolate Sauce,38mg,19g
2344,663637,Tomato soup with dumplings,43mg,8g
2345,664246,Upside Down Orange Cake,38mg,18g
2346,664280,Vanilla Bean Cherry Granola Bars,81mg,15g
2347,664474,Vegan Pumpkin Pie Butter Cups,70mg,11g
2348,664680,Vegetarian Mushroom Shepherd's Pie,53mg,6g
2349,664825,Viennese Biscuit,49mg,1g
2350,700339,Cinnamon Vanilla Hot Chocolate,40mg,8g
2351,715574,Homemade Strawberry Shake,79mg,18g
2352,1082038,Big Batch Smoothie Bowl,15mg,24g
2353,1098299,Berry Frozen Yogurt Popsicles,25mg,9g
2354,1155776,Easy Homemade Chocolate Truffles,33mg,23g
2355,1697553,Pan-Seared Honey Glazed Salmon with Collard Greens,40mg,1g
2356,1697573,Gougères Gruyère – French Appetizer,2mg,0g
2357,1697601,Linguine with Clams - Linguine alle Vongole,8mg,0g
2358,1697613,Apple Cider Muffins with Cinnamon Streusel,28mg,1g
2359,1697679,5-minute Ricotta Garlic Herb Dip,1mg,0g
2360,1697701,Boo-tifully Delicious Triple Chocolate Cupcakes,25mg,0g
2361,59431,Berry Trifle,57mg,6g
2362,149199,"Easy, All-Natural Protein Bars",2mg,19g
2363,631741,Divine Christmas Candy Cane Cookies,2mg,4g
2364,632100,Almond Butter Cookies,44mg,3g
2365,632105,Almond Cacao Nut Balls,4mg,5g
2366,632176,Almond Ricotta Cake,67mg,17g
2367,632253,Alouette® Cranberry Brie,7mg,24g
2368,632363,Angel Food Cake With Lemon Icing,42mg,17g
2369,632653,Apricot Chickpea Flour Cookies,26mg,2g
2370,632683,Apricot-Almond (Frangipane) Tart,83mg,19g
2371,632856,Asian Orange Noodle Salad,32mg,1g
2372,633078,Authentic Italian Biscotti,42mg,4g
2373,633302,Bacon Caramels,48mg,7g
2374,633574,Baked Custard,82mg,22g
2375,633998,Banana Blueberry Pancakes,44mg,9g
2376,635370,Blue Cheese Tartlets With Fig Jam and Walnuts,87mg,5g
2377,635375,Blue Cornmeal Dried Blueberry and Pinon Nut Biscotti,90mg,18g
2378,635414,Blueberry Basil Galette,32mg,14g
2379,636066,Breakfast Pretzels,61mg,4g
2380,636107,Brigadeiros,25mg,18g
2381,637016,Caramel Peanut Fudge Cake,67mg,16g
2382,637464,Charred Corn and Pepper Salsa,11mg,5g
2383,637475,Chavrie Fresh Goat Cheese With Dried Cranberries and Walnuts,69mg,5g
2384,637824,Chewy Gingersnaps,73mg,10g
2385,638218,Chicken Orange Skewers,72mg,6g
2386,638883,Chocolate Carrot Cake Baked Doughnuts,99mg,24g
2387,639487,Cinnamon Sugar Fried Apples,19mg,12g
2388,639593,Classic Daiquiri Cocktail,10mg,11g
2389,640062,Corn Avocado Salsa,14mg,2g
2390,640625,Creamy Chocolate Pudding With Coconut Whipped Cream,82mg,21g
2391,640730,Creme Brulee,32mg,6g
2392,641314,Decadent Homemade Oreos,89mg,22g
2393,641717,Duck Rumaki,95mg,1g
2394,641732,Dulce De Leche Swirled Amaretto Frozen Yogurt,3mg,0g
2395,641759,Dutch Baby,76mg,17g
2396,642152,"Easy, Healthy Peanut Butter Chocolate Chip Cookies",18mg,4g
2397,643117,Flour-Less Peanut Butter Cookies,99mg,7g
2398,643612,Fresh Strawberry Rhubarb Compote Dessert,8mg,21g
2399,644842,Gluten Free Oatmeal Raisin Cookies,83mg,6g
2400,646411,Hazelnut Truffles,3mg,2g
2401,646873,Home Made Ghirardelli Chocolate Peanut Butter Cups,43mg,10g
2402,647043,Homemade Muesli Breakfast Cereal,34mg,20g
2403,647471,Hot Giardiniera,49mg,2g
2404,647928,Insanely Chocolaty Chewable Sandwich Cookies,69mg,11g
2405,648742,Kappa Maki,9mg,1g
2406,648749,Kare Katsu,25mg,0g
2407,648972,Kiwifruit & Lime Cupcakes,17mg,15g
2408,649082,Kosambri (Carrot Salad),80mg,2g
2409,649378,Lazy Chai Cinnamon Rolls,91mg,22g
2410,649795,Lemon Squares,90mg,7g
2411,649808,Lemon Thumbprint Cookies,59mg,6g
2412,649880,Lemony Blueberry Banana Bread,19mg,15g
2413,650180,Little phyllo cakes with blackberry,55mg,9g
2414,651140,Marshmallow S'mores Bites,29mg,8g
2415,651767,Meyer Lemon Scented Farro and Asparagus Salad,92mg,6g
2416,651837,Midnight Crackles Cookies,71mg,7g
2417,652345,Monogram Cookies,65mg,6g
2418,652433,Moroccan Lemon Shish Kebabs,66mg,0g
2419,653149,No Cook Cranberry Orange Relish,1mg,23g
2420,653192,No-Bake Fudge Brandy Brownies,99mg,12g
2421,653882,Orange Grapefruit Spritzer,14mg,4g
2422,654017,Oreo Bon Bons,60mg,10g
2423,655178,Peach-Ginger Sorbet,2mg,23g
2424,655212,Peanut Butter and Apple Oatmeal Breakfast Bars,61mg,17g
2425,655392,Pear and Apple Crumble,3mg,20g
2426,656248,Pinot Noir Brownies,97mg,13g
2427,656738,Pork chops with apples and onions,99mg,12g
2428,658619,Roasted Pears,3mg,22g
2429,658870,Rum Raisin Cinnamon Buns,38mg,3g
2430,659412,Sautéed Balsamic Green Beans With Cherry Tomatoes,17mg,6g
2431,659867,Sholeh Zard: Saffron Infused Rice Pudding,52mg,21g
2432,660475,Snow Pea Sesame Noodle Salad,90mg,7g
2433,660707,Southwest Egg Rolls with Cilantro Lime Pesto,91mg,1g
2434,661322,Spinach N Walnut Stuffed Mushrooms,87mg,4g
2435,661638,Sticky Pecan Bites,47mg,6g
2436,661880,Strawberry Sauce Tartlets,24mg,7g
2437,662038,Stuffed Lemons in the Oven,53mg,2g
2438,663113,Thai Green Mango Salad,81mg,15g
2439,664281,Vampire Kiss Martini,3mg,4g
2440,664396,Vegan Beet Borscht,60mg,3g
2441,664449,"Vegan Lemon-Berry ""Cheese""Cake",81mg,8g
2442,664454,Vegan Mini Chocolate Pumpkin Pie,57mg,17g
2443,664575,Vegetable Paneer Skewers Or Paneer Tikka,19mg,3g
2444,664699,Vegetarian Serbian Rice Pilaf,37mg,2g
2445,665781,Zucchini Rice,52mg,2g
2446,715480,Cajun Style Sweet Potato Fries,4mg,4g
2447,792072,Dressed Up Kale Salad,20mg,4g
2448,1018582,Delicious Mango Pineapple Smoothie,48mg,21g
2449,1095737,Pistachio Pesto Penne,15mg,2g
2450,1096312,Chocolate PB & J Cups,15mg,8g
2451,1155776,Easy Homemade Chocolate Truffles,33mg,23g
2452,1697593,Buffalo Chicken Thighs,73mg,0g
2453,1697647,Loaded Macaroni Salad,50mg,1g
2454,1697833,Chocolate Orange Cake,37mg,3g
2455,602644,Whisky Seville Marmalade Souffle,34mg,13g
2456,631741,Divine Christmas Candy Cane Cookies,2mg,4g
2457,631852,2-hour no knead bread,13mg,0g
2458,632015,Agave Glazed Carrots,94mg,9g
2459,632118,Almond Cranberry Cookies,41mg,1g
2460,632155,Almond Nut Butter,1mg,2g
2461,632280,Amaretto Almond Cookies,12mg,3g
2462,632790,Arugula Walnut Pesto,56mg,1g
2463,633302,Bacon Caramels,48mg,7g
2464,633547,Baked Cinnamon Apple Slices,5mg,13g
2465,634986,Bing's Banana Cake,72mg,6g
2466,635414,Blueberry Basil Galette,32mg,14g
2467,637761,Cherry ice cream,35mg,17g
2468,637824,Chewy Gingersnaps,73mg,10g
2469,638784,Choco Coco Loco Empanada Dessert,31mg,9g
2470,638974,Chocolate Cream Cheese Muffins,81mg,17g
2471,639450,Cinnamon Cookies,30mg,5g
2472,639600,Classic Fruit Salad with Honey and Lemon,2mg,13g
2473,639715,Coconut Almond Macaroons,5mg,7g
2474,639778,Coconut Israeli Couscous Studded With Pomegranate,37mg,11g
2475,640395,Cranberry Orange Biscotti,42mg,8g
2476,640489,Cream Cheese Cookies,14mg,1g
2477,640730,Creme Brulee,32mg,6g
2478,641395,Delicious Homemade Chocolate Oreos,72mg,17g
2479,641411,Delicious RAW Macadamia Zucchini GREEN Smoothie,49mg,5g
2480,641445,Dessert That's No Problem: Baked Pears with Oatmeal Crumble,57mg,22g
2481,641603,Double Decadence Dark Chocolate Ice Cream,53mg,17g
2482,641649,Dried Cranberry Chocolate Cookies,93mg,16g
2483,641732,Dulce De Leche Swirled Amaretto Frozen Yogurt,3mg,0g
2484,641755,Durian Panna Cotta,33mg,18g
2485,642152,"Easy, Healthy Peanut Butter Chocolate Chip Cookies",18mg,4g
2486,642559,Fallen Chocolate Cakes With Spanish Paprika,50mg,23g
2487,644624,Ginger Puffs,29mg,5g
2488,644885,Gluten Free Vegan Gnocchi,69mg,1g
2489,645621,Grilled Chicken & Corn Red Potato Salad,62mg,4g
2490,646385,Hazelnut & Coconut Shortbread Sandwich Cookies,28mg,9g
2491,646486,Healthy Key Lime Pie Milkshake,78mg,7g
2492,647086,Homemade Pumpkin Butter,6mg,16g
2493,647266,Honey Panna Cotta With Blueberries and Graham Crackers,84mg,21g
2494,647279,"Honey Sesame Crisps-Eggless,Sugarless & Flourless",4mg,5g
2495,647465,Hot Garlic and Oil Pasta,9mg,0g
2496,647627,Hummus Deviled Eggs,100mg,0g
2497,648452,Japalac Cocktail,1mg,1g
2498,649413,Lebanese Sweet Tahini Swirls,5mg,13g
2499,649755,Lemon Quick Bread,88mg,23g
2500,650169,Little Apricot Cakes,60mg,16g
2501,651389,Medenjaci - Croatian Honey Spice Cookies,73mg,9g
2502,651837,Midnight Crackles Cookies,71mg,7g
2503,651942,Mini Chocolate Chip & Flax Banana Muffins,79mg,4g
2504,651975,Mini Spiced Apple Tarts with Chocolate,65mg,13g
2505,652183,Mocha Muffins,29mg,21g
2506,652711,"Mushroom, Jalapeño, and Cilantro Salsa",56mg,3g
2507,653128,No Bake Chocolate Bars,88mg,16g
2508,653810,Orange Banana Muffins With Pistachios,89mg,12g
2509,653930,Orange Poppy Seed Drops,49mg,7g
2510,654797,Pasta A La Lydia (Halloween Inspired),82mg,4g
2511,655130,Peach Melba,15mg,2g
2512,655313,Peanut Butter Granola,60mg,11g
2513,655683,Peppermint Patties,29mg,10g
2514,656297,Pistachio Milk Chocolate Chip Cookies,49mg,9g
2515,656569,Polish Rugelach,43mg,10g
2516,657249,Pumpkin Banana Protein Oat Bars,67mg,7g
2517,657448,Purim Poppy Seed Hamentaschen,34mg,7g
2518,657716,"Radicchio & Endive Salad with Pecans, Apple & Mandarin",60mg,10g
2519,657965,Raw Banana Ice Cream Cups,6mg,5g
2520,658823,Rosewater Lavender Shortbread,5mg,6g
2521,658975,SAFFRON INFUSED RICE PUDDING WITH SWEETENED WHOLE WHEAT PANCAKES,21mg,23g
2522,659563,Scarlet Poached Pears,18mg,23g
2523,660108,Simple Kale Salad,45mg,2g
2524,660959,Spiced Lassi,87mg,4g
2525,661676,Stir Fry Sliced Pork With Young Ginger and Spring Onion - Featured In Group,33mg,0g
2526,662038,Stuffed Lemons in the Oven,53mg,2g
2527,662266,Summer-Berry Salad With Hand Picked Fresh Mint,74mg,2g
2528,662303,Sunday Morning Doughnuts,71mg,24g
2529,663544,Tomatillo Sauce (Salsa Verde),51mg,3g
2530,664489,Vegan Strawberry Cupcakes,75mg,11g
2531,664663,Vegetarian Jacket Potatoes,49mg,2g
2532,664963,Warm Lemon Poppy Seed Cake With Chocolate Ganache Center,58mg,22g
2533,664985,Wasabi Ice Cream (Wasabi Aisu),58mg,15g
2534,664997,Water-Cado Salad,59mg,12g
2535,665301,Whole-wheat Flaxseed and Fennel Crackers,11mg,0g
2536,665330,Wild Blackberry Sorbet With Garden Mint & Lavender,5mg,18g
2537,665476,Xocai Healthy Dark Chocolate Brownies,63mg,6g
2538,665624,Zaianne's Beef Rendang,45mg,9g
2539,911158,Healthy Blueberry Muffins,86mg,10g
2540,1095688,Indian Sweet Jackfruit Dessert,47mg,7g
2541,1095737,Pistachio Pesto Penne,15mg,2g
2542,1697527,Old Fashioned Peanut Butter Fudge,0mg,0g
2543,1697553,Pan-Seared Honey Glazed Salmon with Collard Greens,40mg,1g
2544,1697587,Salt and Pepper Chicken,56mg,4g
2545,1697605,Chocolate Peanut Butter Cupcakes,25mg,1g
2546,1697617,Red-Wine Braised Short Ribs in a Dutch Oven,31mg,3g
2547,1697765,Beer Soft Pretzels Stuffed with Spinach Artichoke Dip,78mg,0g
2548,1697783,Tiramisu Overnight Oats,2mg,1g
2549,1697801,Scaloppine al Limone,51mg,0g
2550,157497,Chocolate Tart with a Bourbon Glaze and Pumpkin Whipped Cream,19mg,18g
2551,631781,"Guf"" Danish Ice Cream Topping",26mg,15g
2552,631846,18th Century Syllabub,49mg,17g
2553,632100,Almond Butter Cookies,44mg,3g
2554,632622,Apple- Pomegranate Crisp,56mg,25g
2555,632790,Arugula Walnut Pesto,56mg,1g
2556,632856,Asian Orange Noodle Salad,32mg,1g
2557,633082,Authentic Mexican Wedding Cookies,34mg,5g
